COUNTY,COUSUB,FIPS,NAME,2010_Total_Population,2010_White_Alone_Population,2010_Black_Alone_Population,2010_American_Indian_and_Alaska_Native_alone_population,2010_Asian_Alone_Population,2010_Native_Hawaiian_and_Other_Pacific_Islander_alone_Population,2010_Any_other_single_race_alone_Popualtion,2010_Population_two_or_more_races,2010_Hispanic_or_Latino_Population,2020_Total_Population,2020_White_Alone_Population,2020_Black_Alone_Population,2020_American_Indian_and_Alaska_Native_alone_population,2020_Asian_Alone_Population,2020_Native_Hawaiian_and_Other_Pacific_Islander_alone_Population,2020_Any_other_single_race_alone_Popualtion,2020_Population_two_or_more_races,2020_Hispanic_or_Latino_Population,Change_2010_to_2020_Total_Population,Change_2010_to_2020_White_Alone_Population,Change_2010_to_2020_Black_Alone_Population,Change_2010_to_2020_American_Indian_and_Alaska_Native_alone_population,Change_2010_to_2020_Asian_Alone_Population,Change_2010_to_2020_Native_Hawaiian_and_Other_Pacific_Islander_alone_Population,Change_2010_to_2020_Any_other_single_race_alone_Popualtion,Change_2010_to_2020_Population_two_or_more_races,Change_2010_to_2020_Hispanic_or_Latino_Population,Percent_Change_2010_to_2020_Total_Population,Percent_Change_2010_to_2020_White_Alone_Population,Percent_Change_2010_to_2020_Black_Alone_Population,Percent_Change_2010_to_2020_American_Indian_and_Alaska_Native_alone_population,Percent_Change_2010_to_2020_Asian_Alone_Population,Percent_Change_2010_to_2020_Native_Hawaiian_and_Other_Pacific_Islander_alone_Population,Percent_Change_2010_to_2020_Any_other_single_race_alone_Popualtion,Percent_Change_2010_to_2020_Population_two_or_more_races,Percent_Change_2010_to_2020_Hispanic_or_Latino_Population
Washington,46072,4212546072,McDonald borough,1766,1672,55,3,10,5,1,20,17,1664,1487,67,3,12,0,10,85,23,-102,-185,12,0,2,-5,9,65,6,-5.80%,-11.10%,21.80%,0.00%,20.00%,-100.00%,900.00%,325.00%,35.30%
Washington,49240,4212549240,Midway borough,913,899,6,1,1,1,3,2,5,924,876,3,0,0,0,7,38,15,11,-23,-3,-1,-1,-1,4,36,10,1.20%,-2.60%,-50.00%,-100.00%,-100.00%,-100.00%,133.30%,1800.00%,200.00%
Washington,50408,4212550408,Monongahela city,4300,4068,112,12,21,0,15,72,49,4159,3672,134,13,12,1,24,303,116,-141,-396,22,1,-9,1,9,231,67,-3.30%,-9.70%,19.60%,8.30%,-42.90%,,60.00%,320.80%,136.70%
Washington,51104,4212551104,Morris township,1105,1072,14,8,1,0,3,7,19,909,865,2,0,4,0,6,32,5,-196,-207,-12,-8,3,0,3,25,-14,-17.70%,-19.30%,-85.70%,-100.00%,300.00%,,100.00%,357.10%,-73.70%
Washington,51864,4212551864,Mount Pleasant township,3515,3411,69,0,6,0,11,18,21,3290,3134,27,2,10,1,6,110,35,-225,-277,-42,2,4,1,-5,92,14,-6.40%,-8.10%,-60.90%,,66.70%,,-45.50%,511.10%,66.70%
Washington,53496,4212553496,New Eagle borough,2184,2125,18,2,14,0,7,18,11,2049,1934,12,3,2,0,13,85,24,-135,-191,-6,1,-12,0,6,67,13,-6.20%,-9.00%,-33.30%,50.00%,-85.70%,,85.70%,372.20%,118.20%
Washington,54800,4212554800,North Bethlehem township,1631,1606,3,1,3,0,2,16,9,1553,1467,12,0,0,0,5,69,3,-78,-139,9,-1,-3,0,3,53,-6,-4.80%,-8.70%,300.00%,-100.00%,-100.00%,,150.00%,331.30%,-66.70%
Washington,54888,4212554888,North Charleroi borough,1313,1265,24,1,3,0,1,19,16,1303,1118,59,5,6,2,19,94,39,-10,-147,35,4,3,2,18,75,23,-0.80%,-11.60%,145.80%,400.00%,100.00%,,1800.00%,394.70%,143.80%
Washington,55040,4212555040,North Franklin township,4583,4412,97,3,12,0,3,56,39,4825,4381,106,12,32,8,47,239,72,242,-31,9,9,20,8,44,183,33,5.30%,-0.70%,9.30%,300.00%,166.70%,,1466.70%,326.80%,84.60%
Washington,55432,4212555432,North Strabane township,13408,12866,217,8,157,2,46,112,146,15700,14320,330,16,289,0,112,633,288,2292,1454,113,8,132,-2,66,521,142,17.10%,11.30%,52.10%,100.00%,84.10%,-100.00%,143.50%,465.20%,97.30%
Washington,55712,4212555712,Nottingham township,3036,2990,13,2,9,0,6,16,29,2941,2789,14,12,8,1,5,112,44,-95,-201,1,10,-1,1,-1,96,15,-3.10%,-6.70%,7.70%,500.00%,-11.10%,,-16.70%,600.00%,51.70%
Washington,59608,4212559608,Peters township,21213,20413,110,17,417,0,73,183,316,22946,21162,144,19,533,3,107,978,483,1733,749,34,2,116,3,34,795,167,8.20%,3.70%,30.90%,11.80%,27.80%,,46.60%,434.40%,52.80%
Washington,65376,4212565376,Robinson township,1931,1877,23,1,5,1,1,23,6,1707,1603,24,0,10,0,6,64,23,-224,-274,1,-1,5,-1,5,41,17,-11.60%,-14.60%,4.30%,-100.00%,100.00%,-100.00%,500.00%,178.30%,283.30%
Washington,66016,4212566016,Roscoe borough,812,784,8,2,0,0,3,15,5,720,670,7,0,0,0,2,41,16,-92,-114,-1,-2,0,0,-1,26,11,-11.30%,-14.50%,-12.50%,-100.00%,,,-33.30%,173.30%,220.00%
Washington,71288,4212571288,Smith township,4476,4332,51,1,13,0,0,79,52,4233,3919,39,5,8,0,1,261,81,-243,-413,-12,4,-5,0,1,182,29,-5.40%,-9.50%,-23.50%,400.00%,-38.50%,,,230.40%,55.80%
Washington,71792,4212571792,Somerset township,2684,2653,17,0,2,0,3,9,15,2581,2452,13,6,6,0,6,98,23,-103,-201,-4,6,4,0,3,89,8,-3.80%,-7.60%,-23.50%,,200.00%,,100.00%,988.90%,53.30%
Washington,72176,4212572176,South Franklin township,3310,3245,16,1,8,0,3,37,23,2868,2722,8,9,4,0,12,113,41,-442,-523,-8,8,-4,0,9,76,18,-13.40%,-16.10%,-50.00%,800.00%,-50.00%,,300.00%,205.40%,78.30%
Washington,72504,4212572504,South Strabane township,9346,8947,165,6,96,2,19,111,78,9613,8811,223,12,128,8,56,375,162,267,-136,58,6,32,6,37,264,84,2.90%,-1.50%,35.20%,100.00%,33.30%,300.00%,194.70%,237.80%,107.70%
Washington,72736,4212572736,Speers borough,1154,1106,22,2,7,1,2,14,6,1088,1017,20,0,3,0,1,47,6,-66,-89,-2,-2,-4,-1,-1,33,0,-5.70%,-8.00%,-9.10%,-100.00%,-57.10%,-100.00%,-50.00%,235.70%,0.00%
Washington,74224,4212574224,Stockdale borough,502,492,0,0,0,0,0,10,4,421,405,0,0,0,0,0,16,0,-81,-87,0,0,0,0,0,6,-4,-16.10%,-17.70%,,,,,,60.00%,-100.00%
Washington,78008,4212578008,Twilight borough,233,230,3,0,0,0,0,0,0,216,202,3,0,0,0,3,8,2,-17,-28,0,0,0,0,3,8,2,-7.30%,-12.20%,0.00%,,,,,,
Washington,78432,4212578432,Union township,5700,5588,42,9,19,1,9,32,41,5374,5103,35,6,20,1,34,175,58,-326,-485,-7,-3,1,0,25,143,17,-5.70%,-8.70%,-16.70%,-33.30%,5.30%,0.00%,277.80%,446.90%,41.50%
Washington,81328,4212581328,Washington city,13663,10622,2172,25,98,8,107,631,249,13176,9533,2140,34,156,12,232,1069,464,-487,-1089,-32,9,58,4,125,438,215,-3.60%,-10.30%,-1.50%,36.00%,59.20%,50.00%,116.80%,69.40%,86.30%
Washington,82512,4212582512,West Bethlehem township,1460,1433,6,3,3,0,1,14,3,1291,1241,10,2,1,0,3,34,8,-169,-192,4,-1,-2,0,2,20,5,-11.60%,-13.40%,66.70%,-33.30%,-66.70%,,200.00%,142.90%,166.70%
Washington,82616,4212582616,West Brownsville borough,992,954,14,7,2,0,4,11,12,977,914,10,1,4,0,11,37,14,-15,-40,-4,-6,2,0,7,26,2,-1.50%,-4.20%,-28.60%,-85.70%,100.00%,,175.00%,236.40%,16.70%
Washington,83000,4212583000,West Finley township,878,867,1,0,4,0,0,6,3,813,773,3,1,1,0,5,30,10,-65,-94,2,1,-3,0,5,24,7,-7.40%,-10.80%,200.00%,,-75.00%,,,400.00%,233.30%
Washington,83504,4212583504,West Middletown borough,139,127,9,0,1,0,0,2,0,109,97,5,0,0,0,0,7,2,-30,-30,-4,0,-1,0,0,5,2,-21.60%,-23.60%,-44.40%,,-100.00%,,,250.00%,
Washington,83840,4212583840,West Pike Run township,1587,1496,59,6,1,0,3,22,9,1547,1406,64,0,0,2,4,71,14,-40,-90,5,-6,-1,2,1,49,5,-2.50%,-6.00%,8.50%,-100.00%,-100.00%,,33.30%,222.70%,55.60%
Westmoreland,332,4212900332,Adamsburg borough,172,168,2,0,2,0,0,0,1,142,133,2,0,3,0,0,4,3,-30,-35,0,0,1,0,0,4,2,-17.40%,-20.80%,0.00%,,50.00%,,,,200.00%
Westmoreland,892,4212900892,Allegheny township,8164,7976,77,11,6,3,8,83,30,8328,7853,66,11,19,0,35,344,77,164,-123,-11,0,13,-3,27,261,47,2.00%,-1.50%,-14.30%,0.00%,216.70%,-100.00%,337.50%,314.50%,156.70%
Westmoreland,3088,4212903088,Arnold city,5157,3816,1032,9,12,1,47,240,119,4772,3111,1110,14,24,5,66,442,94,-385,-705,78,5,12,4,19,202,-25,-7.50%,-18.50%,7.60%,55.60%,100.00%,400.00%,40.40%,84.20%,-21.00%
Westmoreland,3120,4212903120,Arona borough,370,370,0,0,0,0,0,0,0,255,244,1,1,0,0,0,9,2,-115,-126,1,1,0,0,0,9,2,-31.10%,-34.10%,,,,,,,
Westmoreland,3688,4212903688,Avonmore borough,1011,985,14,0,1,0,4,7,5,900,846,4,0,2,0,5,43,3,-111,-139,-10,0,1,0,1,36,-2,-11.00%,-14.10%,-71.40%,,100.00%,,25.00%,514.30%,-40.00%
Westmoreland,5208,4212905208,Bell township,2348,2293,25,7,2,0,4,17,14,2080,1974,16,0,1,0,8,81,11,-268,-319,-9,-7,-1,0,4,64,-3,-11.40%,-13.90%,-36.00%,-100.00%,-50.00%,,100.00%,376.50%,-21.40%
Westmoreland,7480,4212907480,Bolivar borough,465,460,0,2,2,1,0,0,4,435,412,1,0,0,0,1,21,4,-30,-48,1,-2,-2,-1,1,21,0,-6.50%,-10.40%,,-100.00%,-100.00%,-100.00%,,,0.00%
Westmoreland,15912,4212915912,Cook township,2250,2236,0,4,2,0,0,8,14,1896,1826,12,0,3,0,6,49,17,-354,-410,12,-4,1,0,6,41,3,-15.70%,-18.30%,,-100.00%,50.00%,,,512.50%,21.40%
Westmoreland,18768,4212918768,Delmont borough,2686,2572,24,5,41,0,10,34,45,2596,2390,36,5,41,1,23,100,54,-90,-182,12,0,0,1,13,66,9,-3.40%,-7.10%,50.00%,0.00%,0.00%,,130.00%,194.10%,20.00%
Westmoreland,18960,4212918960,Derry borough,2688,2639,17,2,8,0,3,19,21,2639,2474,27,5,2,0,13,118,38,-49,-165,10,3,-6,0,10,99,17,-1.80%,-6.30%,58.80%,150.00%,-75.00%,,333.30%,521.10%,81.00%
Westmoreland,18968,4212918968,Derry township,14502,14149,188,16,32,2,26,89,83,13631,12979,159,11,35,2,35,410,94,-871,-1170,-29,-5,3,0,9,321,11,-6.00%,-8.30%,-15.40%,-31.30%,9.40%,0.00%,34.60%,360.70%,13.30%
Westmoreland,19472,4212919472,Donegal borough,120,119,0,0,1,0,0,0,0,102,100,0,0,0,0,0,2,0,-18,-19,0,0,-1,0,0,2,0,-15.00%,-16.00%,,,-100.00%,,,,
Westmoreland,19480,4212919480,Donegal township,2403,2380,2,1,5,3,4,8,23,2192,2109,6,3,7,0,10,57,19,-211,-271,4,2,2,-3,6,49,-4,-8.80%,-11.40%,200.00%,200.00%,40.00%,-100.00%,150.00%,612.50%,-17.40%
Westmoreland,21304,4212921304,East Huntingdon township,7963,7756,59,8,41,2,19,78,66,7721,7308,59,6,41,0,36,271,79,-242,-448,0,-2,0,-2,17,193,13,-3.00%,-5.80%,0.00%,-25.00%,0.00%,-100.00%,89.50%,247.40%,19.70%
Westmoreland,21976,4212921976,East Vandergrift borough,674,642,13,1,4,0,2,12,7,602,557,27,0,2,0,5,11,9,-72,-85,14,-1,-2,0,3,-1,2,-10.70%,-13.20%,107.70%,-100.00%,-50.00%,,150.00%,-8.30%,28.60%
Westmoreland,24432,4212924432,Export borough,917,901,6,0,5,0,1,4,0,894,816,14,1,16,0,2,45,20,-23,-85,8,1,11,0,1,41,20,-2.50%,-9.40%,133.30%,,220.00%,,100.00%,1025.00%,
Westmoreland,24608,4212924608,Fairfield township,2424,2377,17,2,3,7,2,16,29,2046,1912,23,5,8,0,12,86,25,-378,-465,6,3,5,-7,10,70,-4,-15.60%,-19.60%,35.30%,150.00%,166.70%,-100.00%,500.00%,437.50%,-13.80%
Westmoreland,31200,4212931200,Greensburg city,14892,13599,721,28,119,3,47,375,217,14976,12988,774,30,155,0,89,940,312,84,-611,53,2,36,-3,42,565,95,0.60%,-4.50%,7.40%,7.10%,30.30%,-100.00%,89.40%,150.70%,43.80%
Westmoreland,33792,4212933792,Hempfield township,43241,41285,1047,47,372,10,156,324,395,41466,38500,721,39,407,4,157,1638,647,-1775,-2785,-326,-8,35,-6,1,1314,252,-4.10%,-6.70%,-31.10%,-17.00%,9.40%,-60.00%,0.60%,405.60%,63.80%
Westmoreland,36288,4212936288,Hunker borough,291,281,0,0,2,0,0,8,3,310,301,0,0,1,0,5,3,4,19,20,0,0,-1,0,5,-5,1,6.50%,7.10%,,,-50.00%,,,-62.50%,33.30%
Westmoreland,36592,4212936592,Hyde Park borough,500,495,1,0,0,0,0,4,3,509,473,1,0,4,0,2,29,6,9,-22,0,0,4,0,2,25,3,1.80%,-4.40%,0.00%,,,,,625.00%,100.00%
Westmoreland,37208,4212937208,Irwin borough,3973,3833,47,1,35,2,21,34,38,3902,3562,94,2,59,2,11,172,46,-71,-271,47,1,24,0,-10,138,8,-1.80%,-7.10%,100.00%,100.00%,68.60%,0.00%,-47.60%,405.90%,21.10%
Westmoreland,37784,4212937784,Jeannette city,9654,8548,665,15,16,4,36,370,84,8780,7274,698,5,26,1,67,709,147,-874,-1274,33,-10,10,-3,31,339,63,-9.10%,-14.90%,5.00%,-66.70%,62.50%,-75.00%,86.10%,91.60%,75.00%
Westmoreland,41680,4212941680,Latrobe borough,8338,8126,63,11,50,0,14,74,59,8060,7478,136,2,45,2,27,370,126,-278,-648,73,-9,-5,2,13,296,67,-3.30%,-8.00%,115.90%,-81.80%,-10.00%,,92.90%,400.00%,113.60%
Westmoreland,41834,4212941834,Laurel Mountain borough,167,166,0,0,1,0,0,0,1,146,146,0,0,0,0,0,0,2,-21,-20,0,0,-1,0,0,0,1,-12.60%,-12.00%,,,-100.00%,,,,100.00%
Westmoreland,43232,4212943232,Ligonier borough,1573,1555,0,0,3,0,7,8,14,1513,1441,0,3,6,3,13,47,28,-60,-114,0,3,3,3,6,39,14,-3.80%,-7.30%,,,100.00%,,85.70%,487.50%,100.00%
Westmoreland,43240,4212943240,Ligonier township,6603,6554,11,6,12,0,3,17,41,6056,5799,18,5,13,0,40,181,65,-547,-755,7,-1,1,0,37,164,24,-8.30%,-11.50%,63.60%,-16.70%,8.30%,,1233.30%,964.70%,58.50%
Westmoreland,44864,4212944864,Lower Burrell city,11761,11447,129,6,48,0,16,115,64,11758,11008,180,9,69,0,62,430,151,-3,-439,51,3,21,0,46,315,87,0.00%,-3.80%,39.50%,50.00%,43.80%,,287.50%,273.90%,135.90%
Westmoreland,45200,4212945200,Loyalhanna township,2382,2290,34,0,19,0,12,27,24,2088,1905,35,0,4,0,19,125,37,-294,-385,1,0,-15,0,7,98,13,-12.30%,-16.80%,2.90%,,-78.90%,,58.30%,363.00%,54.20%
Westmoreland,46488,4212946488,Madison borough,397,395,1,0,0,0,1,0,2,364,348,3,0,0,0,2,11,3,-33,-47,2,0,0,0,1,11,1,-8.30%,-11.90%,200.00%,,,,100.00%,,50.00%
Westmoreland,47000,4212947000,Manor borough,3239,3180,10,0,25,1,2,21,24,3585,3391,18,4,31,0,11,130,47,346,211,8,4,6,-1,9,109,23,10.70%,6.60%,80.00%,,24.00%,-100.00%,450.00%,519.00%,95.80%
Westmoreland,50344,4212950344,Monessen city,7720,6219,1152,5,23,1,44,276,138,6876,5113,1136,15,20,2,66,524,167,-844,-1106,-16,10,-3,1,22,248,29,-10.90%,-17.80%,-1.40%,200.00%,-13.00%,100.00%,50.00%,89.90%,21.00%
Westmoreland,51880,4212951880,Mount Pleasant borough,4454,4327,77,4,4,0,6,36,30,4245,3960,69,13,9,0,18,176,70,-209,-367,-8,9,5,0,12,140,40,-4.70%,-8.50%,-10.40%,225.00%,125.00%,,200.00%,388.90%,133.30%
Westmoreland,51888,4212951888,Mount Pleasant township,10911,10745,34,10,21,2,16,83,56,10119,9652,65,10,31,0,20,341,97,-792,-1093,31,0,10,-2,4,258,41,-7.30%,-10.20%,91.20%,0.00%,47.60%,-100.00%,25.00%,310.80%,73.20%
Westmoreland,52432,4212952432,Murrysville municipality,20079,18805,167,23,884,2,38,160,202,21006,18642,260,30,1162,5,104,803,374,927,-163,93,7,278,3,66,643,172,4.60%,-0.90%,55.70%,30.40%,31.40%,150.00%,173.70%,401.90%,85.10%
Westmoreland,53160,4212953160,New Alexandria borough,560,538,5,0,9,0,0,8,0,501,485,1,0,1,0,1,13,1,-59,-53,-4,0,-8,0,1,5,1,-10.50%,-9.90%,-80.00%,,-88.90%,,,62.50%,
Westmoreland,53544,4212953544,New Florence borough,689,676,3,1,0,0,6,3,10,671,632,3,1,1,0,0,34,3,-18,-44,0,0,1,0,-6,31,-7,-2.60%,-6.50%,0.00%,0.00%,,,-100.00%,1033.30%,-70.00%
Westmoreland,53736,4212953736,New Kensington city,13116,11030,1393,26,63,2,40,562,201,12170,9474,1590,22,60,0,141,883,340,-946,-1556,197,-4,-3,-2,101,321,139,-7.20%,-14.10%,14.10%,-15.40%,-4.80%,-100.00%,252.50%,57.10%,69.20%
Westmoreland,54104,4212954104,New Stanton borough,2173,2082,43,1,20,0,7,20,39,2339,2161,45,3,33,0,21,76,40,166,79,2,2,13,0,14,56,1,7.60%,3.80%,4.70%,200.00%,65.00%,,200.00%,280.00%,2.60%
Westmoreland,54776,4212954776,North Belle Vernon borough,1971,1866,52,1,15,0,4,33,28,1873,1659,61,4,14,0,47,88,75,-98,-207,9,3,-1,0,43,55,47,-5.00%,-11.10%,17.30%,300.00%,-6.70%,,1075.00%,166.70%,167.90%
Westmoreland,55128,4212955128,North Huntingdon township,30609,29933,205,18,189,0,42,222,183,31880,30035,252,30,327,2,91,1143,416,1271,102,47,12,138,2,49,921,233,4.20%,0.30%,22.90%,66.70%,73.00%,,116.70%,414.90%,127.30%
Westmoreland,55136,4212955136,North Irwin borough,846,836,3,0,2,1,0,4,10,823,764,7,0,5,0,1,46,23,-23,-72,4,0,3,-1,1,42,13,-2.70%,-8.60%,133.30%,,150.00%,-100.00%,,1050.00%,130.00%
Westmoreland,56496,4212956496,Oklahoma borough,809,795,6,0,2,0,1,5,5,788,737,11,0,1,0,1,38,9,-21,-58,5,0,-1,0,0,33,4,-2.60%,-7.30%,83.30%,,-50.00%,,0.00%,660.00%,80.00%
Westmoreland,58872,4212958872,Penn borough,475,455,11,0,0,0,1,8,5,435,409,9,1,0,0,2,14,7,-40,-46,-2,1,0,0,1,6,2,-8.40%,-10.10%,-18.20%,,,,100.00%,75.00%,40.00%
Westmoreland,58880,4212958880,Penn township,20005,19635,98,12,104,1,33,122,140,20079,18955,153,5,180,0,85,701,258,74,-680,55,-7,76,-1,52,579,118,0.40%,-3.50%,56.10%,-58.30%,73.10%,-100.00%,157.60%,474.60%,84.30%
Westmoreland,66376,4212966376,Rostraver township,11363,10914,188,7,99,1,28,126,121,11393,10536,215,14,96,0,63,469,180,30,-378,27,7,-3,-1,35,343,59,0.30%,-3.50%,14.40%,100.00%,-3.00%,-100.00%,125.00%,272.20%,48.80%
Westmoreland,67496,4212967496,Salem township,6623,6427,79,13,25,1,17,61,34,6093,5795,53,7,21,2,15,200,70,-530,-632,-26,-6,-4,1,-2,139,36,-8.00%,-9.80%,-32.90%,-46.20%,-16.00%,100.00%,-11.80%,227.90%,105.90%
Westmoreland,68432,4212968432,Scottdale borough,4384,4283,38,3,3,1,2,54,34,4430,4169,40,5,13,4,16,183,48,46,-114,2,2,10,3,14,129,14,1.00%,-2.70%,5.30%,66.70%,333.30%,300.00%,700.00%,238.90%,41.20%
Westmoreland,69368,4212969368,Seward borough,495,489,1,0,0,0,0,5,1,411,395,2,0,0,0,0,14,1,-84,-94,1,0,0,0,0,9,0,-17.00%,-19.20%,100.00%,,,,,180.00%,0.00%
Westmoreland,69392,4212969392,Sewickley township,5996,5904,22,0,18,0,6,46,33,5647,5333,42,12,15,0,14,231,61,-349,-571,20,12,-3,0,8,185,28,-5.80%,-9.70%,90.90%,,-16.70%,,133.30%,402.20%,84.80%
Westmoreland,71424,4212971424,Smithton borough,399,393,0,0,2,0,0,4,7,351,316,0,0,2,0,0,33,2,-48,-77,0,0,0,0,0,29,-5,-12.00%,-19.60%,,,0.00%,,,725.00%,-71.40%
Westmoreland,72192,4212972192,South Greensburg borough,2117,2059,18,4,11,0,6,19,19,2135,1988,38,5,22,0,5,77,42,18,-71,20,1,11,0,-1,58,23,0.90%,-3.40%,111.10%,25.00%,100.00%,,-16.70%,305.30%,121.10%
Westmoreland,72256,4212972256,South Huntingdon township,5796,5675,48,5,8,0,7,53,40,5418,5207,29,5,24,0,9,144,31,-378,-468,-19,0,16,0,2,91,-9,-6.50%,-8.20%,-39.60%,0.00%,200.00%,,28.60%,171.70%,-22.50%
Westmoreland,72616,4212972616,Southwest Greensburg borough,2155,2031,59,1,6,0,2,56,14,2219,1995,46,1,6,0,11,160,33,64,-36,-13,0,0,0,9,104,19,3.00%,-1.80%,-22.00%,0.00%,0.00%,,450.00%,185.70%,135.70%
Westmoreland,67240,4212967240,St. Clair township,1518,1492,5,3,8,0,1,9,15,1340,1281,3,0,2,0,2,52,6,-178,-211,-2,-3,-6,0,1,43,-9,-11.70%,-14.10%,-40.00%,-100.00%,-75.00%,,100.00%,477.80%,-60.00%
Westmoreland,75584,4212975584,Sutersville borough,605,600,0,0,0,0,0,5,0,561,532,2,0,0,0,3,24,4,-44,-68,2,0,0,0,3,19,4,-7.30%,-11.30%,,,,,,380.00%,
Westmoreland,77272,4212977272,Trafford borough,3113,2982,50,0,36,0,9,36,28,3227,2898,96,4,39,0,26,164,78,114,-84,46,4,3,0,17,128,50,3.70%,-2.80%,92.00%,,8.30%,,188.90%,355.60%,178.60%
Westmoreland,78656,4212978656,Unity township,22607,21985,161,14,222,7,36,182,199,21606,20243,247,36,150,1,116,813,366,-1001,-1742,86,22,-72,-6,80,631,167,-4.40%,-7.90%,53.40%,157.10%,-32.40%,-85.70%,222.20%,346.70%,83.90%
Westmoreland,78768,4212978768,Upper Burrell township,2326,2232,53,2,13,0,11,15,20,2164,2040,42,2,7,1,11,61,21,-162,-192,-11,0,-6,1,0,46,1,-7.00%,-8.60%,-20.80%,0.00%,-46.20%,,0.00%,306.70%,5.00%
Westmoreland,79776,4212979776,Vandergrift borough,5205,4770,250,6,18,1,8,152,45,5075,4364,265,13,19,0,26,388,69,-130,-406,15,7,1,-1,18,236,24,-2.50%,-8.50%,6.00%,116.70%,5.60%,-100.00%,225.00%,155.30%,53.30%
Westmoreland,81336,4212981336,Washington township,7422,7293,54,6,18,3,8,40,34,6883,6556,59,6,24,0,35,203,82,-539,-737,5,0,6,-3,27,163,48,-7.30%,-10.10%,9.30%,0.00%,33.30%,-100.00%,337.50%,407.50%,141.20%
Westmoreland,83328,4212983328,West Leechburg borough,1294,1277,11,0,1,0,1,4,13,1269,1197,11,3,0,1,5,52,20,-25,-80,0,3,-1,1,4,48,7,-1.90%,-6.30%,0.00%,,-100.00%,,400.00%,1200.00%,53.80%
Westmoreland,83680,4212983680,West Newton borough,2633,2538,46,1,6,0,6,36,24,2665,2488,51,6,2,0,7,111,22,32,-50,5,5,-4,0,1,75,-2,1.20%,-2.00%,10.90%,500.00%,-66.70%,,16.70%,208.30%,-8.30%
Westmoreland,87208,4212987208,Youngstown borough,326,324,0,0,0,0,0,2,2,252,244,0,0,2,0,0,6,5,-74,-80,0,0,2,0,0,4,3,-22.70%,-24.70%,,,,,,200.00%,150.00%
Westmoreland,87232,4212987232,Youngwood borough,3050,2979,25,3,5,0,2,36,19,2975,2771,44,5,16,0,16,123,39,-75,-208,19,2,11,0,14,87,20,-2.50%,-7.00%,76.00%,66.70%,220.00%,,700.00%,241.70%,105.30%
